english,polish,polish_alternatives
turning,zwrotny,
turnout,publiczność,
turnover,"fluktuacja
 2.  obrót",przerób
turquoise,turkusowy,
turret,wieżyczka,
turtle,żółw,
turtleneck,ˈtɜ:təlnek,
tusk,kieł,
tussle,szamotać,"szarpać się
ii.    szamotanina"
tutorial,seminaryjny,
twang,brzdąkać,"brzęknięcie
ii.    brzęczeć|w coś)"
tweet,ćwierkać,
twelve,dwanaście,
twenty,dwadzieścia,
twiddle,kręcić,obracać
twig,gałązka,
twin,bliźniak,bliźniaczy|podwójny
twine,linka,okręcać
twinge,odczucie,
twinkle,błysk,
twirl,kręcić,kręcić się|obracać|obracać się
twist,obracać,"odkręcać|obracać się|skręt
 2.  wykręcenie|wykręcać"
twit,dureń,
twitter,ćwierkać,świergotać
twofaced,dwulicowy,
twoway,dwustronny,
type,drukować,wpisywać|pisać
typewriter,pisania,
typical,charakterystyczny,
typify,uosabiać,
typist,maszynistka,
tyrannical,tyrański,
tyranny,tyrania,
udder,wymię,
ugly,paskudny,
ukrainian,ukraiński,
ulcer,wrzód,
ult,"ultimo
  ubiegłego miesiąca",
ultimate,ostateczny,najwyższy
ultimo,"ultimo
  ubiegłego miesiąca",
ultraviolet,ultrafioletowy,
umbilical cord,pępowina,
umpire,sędzia,sędziować
umpteen,ilość,tysiąc
unabated,słabnący,
unable,móc,
unacceptable,przyjęcia,
unaccountable,wyjaśniony,
unaccustomed,nieprzywykły,niezwyczajny
unanimous,jednogłośny,
unarmed,nieuzbrojony,
unassuming,bezpretensjonalny,
unattached,związany,
unauthorized,upoważnienia,nieupoważniony
unavoidable,uniknięcia,
unbearable,zniesienia,
unbeatable,pokonania,nie do prześcignięcia
unbelievable,niewiarygodny,
unborn,nienarodzony,
unbounded,bezgraniczny,
unbroken,bez zakłóceń,
unbutton,rozpinać,
uncalledfor,nieproszony,
uncanny,zadziwiający,
unceasing,nieustanny,
unceremonious,bezceremonialny,
uncertain,niepewny,
uncertainty,niepewność,wątpliwość
unchallenged,niekwestionowalny,
unchecked,niepohamowany,
uncomfortable,niewygodny,niepewny|źle się czujący
uncommitted,neutralny,"niezaangażowany
 2.  nie związany"
uncomprehending,pojmujący,
uncompromising,bezkompromisowy,
unconcerned,troszczący,
unconditional,bezwarunkowy,
uncontrolled,niekontrolowany,
uncork,odkorkować,
uncountable,niepoliczalny,
uncouth,nieokrzesany,
uncover,odkrywać,
undaunted,powstrzymany,
undecided,niezdecydowany,
undeniable,niezaprzeczalny,
undercover,tajny,
underdeveloped,słabo,
underdog,słabsza,
underdone,niedogotowany,
underestimate,niedoceniać,
underfed,niedożywiony,
undergo,poddawać,przechodzić
underground,podziemny,
undergrowth,poszycie,
underhand,potajemny,
underlie,znajdować,
underline,podkreślać,
underling,podwładny,
undermine,podkopywać,
underneath,spód,
underpaid,niedopłacany,
underpants,kalesony,
underprivileged,mający,upośledzony
underrate,doceniać,
undershirt,koszulka,
underside,spód,
understand,pojmować,rozumieć
understandable,zrozumiały,
understanding,pojmowanie,zrozumienie
understatement,niedomówienie,
undertaker,przedsiębiorca,
undervalue,niedoceniać,
underwater,podwodny,
underway,trwać,
underworld,świat przestępczy,
underwriter,ubezpieczeniowy,
undesirable,niepożądany,
undo,rozwiązywać,"rozpinać
 2.  niszczyć|zaprzeczać"
undoing,klęska,
undone,rozwiązany,
undoubted,niezaprzeczalny,
undress,rozbierać,rozbierać się
undue,nadmierny,
undulate,falować,
unearth,odkopywać,wydobywać na światło dzienne
unease,niepokój,
uneasy,niepewny,
unemployed,bezrobotny,
unemployment,bezrobocie,
unending,kończący,
unequivocal,jasny,
unerring,nieomylny,
uneven,nierówny,
uneventful,wydarzeń,
unexpected,niespodziewany,
unfailing,niezawodny,
unfaithful,niewierny,
unfasten,rozpinać,
unfeeling,nieczuły,
unfold,rozwijać,"rozwijać
 2.  odsłaniać"
unforeseen,nieprzewidziany,
unforgettable,niezapomniany,
unforgivable,niewybaczalny,
unfortunate,nieszczęśliwy,
unfounded,bezpodstawny,
unfriendly,nieprzyjazny,
unfurnished,umeblowany,
ungainly,niezgrabny,
unhappy,pożałowania,
unhealthy,niezdrowy,
unheardof,niesłychany,
unicorn,jednorożec,
uniformity,ujednolicenie,
unify,jednoczyć,unifikować
unilateral,jednostronny,
uninhabited,niezamieszkany,niezamieszkały
unique,unikalny,"unikatowy
 2.  wyłączny"
unisex,płci,obupłciowy
unit,zespół,
unitarian,unitariański,
unite,jednoczyć,jednoczyć się
unity,jedność,
universal,powszechny,uniwersalny
universe,wszechświat,
unjustified,nieuzasadniony,niezrozumiały
unkempt,rozczochrany,źle utrzymany
unknown,nieznajomy,
unlawful,bezprawny,
unleaded,bezołowiowy,
unless,jeżeli,
unlike,przeciwieństwie,
unlikely,nieprawdopodobny,że coś się|że coś się skończy
unlit,niezapalony,nieoświetlony
unlock,otwierać,
unmade,nieposłany,
unmarked,nieoznaczony,nieruszony
unmistakable,niewątpliwy,łatwy do poznania
unmitigated,całkowity,
unnecessary,niepotrzebny,zbędny
unnerve,odbierać,
unnoticed,niezauważony,
unobtrusive,narzucający,
unofficial,nieoficjalny,
unorthodox,nieortodoksyjny,
unpack,rozpakowywać,
unpaid,bezpłatny,niezapłacony
unparalleled,niezrównany,
unpleasant,nieprzyjemny,
unplug,wyłączać,wyłączać z sieci
unprecedented,bezprecedensowy,
unpredictable,przewidzenia,
unprofitable,niedochodowy,
unqualified,niewykwalifikowany,
unquestionable,niekwestionowany,
unravel,rozplątywać,"rozplątywać
 2.  rozwikływać"
unreal,nierealny,
unrealistic,nierealistyczny,
unreasonable,nierozsądny,
unrecognisable,odróżnienia,
unrecognizable,odróżnienia,
unrelated,związany,
unreliable,nieodpowiedzialny,
unremitting,niestrudzony,
unreserved,zastrzeżeń,całkowity
unrest,niepokój,
unrewarding,dający,
unripe,niedojrzały,
unrivalled,niezrównany,
unroll,rozwijać,
unruly,nieposłuszny,
unsafe,niebezpieczny,niepewny|zagrożony
unsatisfactory,niezadowalający,
unsavory,odrażający,
unsavoury,odrażający,
unscathed,draśnięty,
unscrew,odkręcać,
unscrupulous,skrupułów,
unseen,widziany,
unshakable,niezachwiany,
unshaven,nieogolony,
unsightly,mało,nieładny
unskilled,niewykwalifikowany,
unsophisticated,nieskomplikowany,
unsound,błędny,zagrożony
unspeakable,niewypowiedziany,
unspecified,niewyszczególniony,
unsuited,niedobrany,
unsure,niepewny,
unsympathetic,współczujący,nieczuły
untangle,rozplątywać,
untapped,nienaruszony,
untenable,obrony,
unthinkable,pomyślenia,
untidy,niechlujny,
untie,rozwiązywać,
until,dopóki,
untimely,przedwczesny,
untold,niewypowiedziany,
untranslatable,nieprzetłumaczalny,
untreated,nieleczony,nieoczyszczony
unusual,niezwykły,
unwary,spodziewający,nieostrożny
unwelcome,nieproszony,niepożądany
unwieldy,nieporęczny,
unwilling,niechętny,
unwise,niemądry,
unwitting,bezwolny,nieświadomy
unworkable,przeprowadzenia,
unworthy,niegodny,
unwrap,rozpakowywać,
unwritten,niepisany,
unzip,rozpinać,
upandcoming,wybijający się w górę,
upbringing,wychowanie,
update,aktualizować,modernizować
upheaval,niepokój,przewrót|przewrót społeczny
uphill,górę,"w górę
ii.    ciężki"
uphold,podtrzymywać,utrzymywać
upholstered,tapicerowany,
upholstery,tapicerka,
upkeep,utrzymania,
upper,burżuazja,warstwa wyższa
uppermost,najwyższy,"najwyżej
 2.  najważniejszy"
uprising,powstanie,
uproot,wykorzeniać,wykorzeniać się
upstream,górę,w górze
uptake,coś,
uptight,spięty,
uptodate,nowoczesny,zorientowany
uptown,śródmieścia,
upturn,zwyżka,
upturned,odwrócony,
upward,góry,górny
urbane,kurtuazyjny,
urchin,łobuz,
urge,kłaść,
urgency,nagła,
urgent,naglący,
urinate,oddawać,
usable,zdatny,
usaf,siły,
usage,użycie,"użycie
 2.  znaczenie"
useful,użyteczny,
user,użytkownik,
usherette,bileterka,
usn,marynarka,
uss,okręt,
usurp,uzurpować,
utensil,przybór,przyrząd
utilise,posiłkować,stosować
utilitarian,użytkowy,utylitarny
utility,przedsiębiorstwo użyteczności publicznej,
utilize,posiłkować,stosować
utter,wypowiadać,"wydawać
ii.    całkowity"
utterance,wypowiedź,
uturn,zawrócenie,
vacate,zwalniać,
vaccinate,szczepić,
vaccination,szczepienie,
vaccine,szczepionka,
vaginal,dopochwowy,
vagrant,włóczęga,
vague,niejasny,niewyraźny
vain,próżno,
valid,ważny,uzasadniony
validate,potwierdzać,
validity,ważność,
valueadded tax,podatek,
valued,ceniony,
valueless,bezwartościowy,
valve,zawór,
van,furgonetka,
vandalise,niszczyć,niszczyć po chuligańsku
vandalism,wandalizm,
vandalize,niszczyć,niszczyć po chuligańsku
vanity,kosmetyczka,
vanquish,pokonywać,pokonywać doszczętnie
variability,zmienność,
variable,zmienny,
varicose veins,żylaki,
varied,różnorodny,
variegated,różnokolorowy,
variety,różnorodność,
various,różnorodny,
variously,rozmaicie,
varnish,werniksować,
vary,różnić,
vast,ogromny,
vat,beczka,kadź|podatek od wartości dodanej
veal,cielęcina,
veer,zbaczać,zbaczać nagle|zmieniać kierunek
vegetable,"warzywo
ii.    roślinny",
vegetarian,wegetariański,
vegetate,wegetować,
vegetation,roślinność,
vehemence,porywczość,zaciekłość
vehement,gwałtowny,zaciekły
vehicle,narzędzie,
velocity,prędkość,
velvety,aksamitny,
ven,czcigodny,
vending machine,maszyna do sprzedaży,
veneer,fornirować,okładać
venerable,czcigodny,
venetian blind,żaluzja,żaluzja nastawna
vengeful,mściwy,
vent,otwór,
ventilate,wentylować,
ventilator,wywietrznik,
ventriloquist,brzuchomówca,
venture,przedsięwzięcie,
verb,czasownik,
verbal,werbalny,"słowny
 2.  czasownikowy"
verbatim,dosłowny,dosłownie
verbose,rozwlekły,
verification,sprawdzenie,potwierdzenie
verify,sprawdzać,"weryfikować
 2.  potwierdzać"
veritable,istny,
vermin,szkodnik,
vernacular,"język miejscowy
ii.    miejscowy",
versatile,wszechstronny,
vertebra,krąg,
vertical,pionowy,
vertigo,zawrót,
vested,wyposażony,
vestige,pozostałość,ślad
vestry,zakrystia,
vex,irytować,
vexed,zirytowany,trudny|zawikłany
viable,możliwy,
vibrant,dynamiczny,"przesycony energią
 2.  rozjarzony"
vibrate,drgać,wibrować
vibration,drganie,
vicarage,plebania,
vicarious,pośredni,zastępczy
vice,przestępstwo,"występek
 3.  imadło"
vicinity,bliskość,pobliże
vicious,podstępny,
victimise,represjonować,
victimize,represjonować,
victor,zwycięzca,
victorian,wiktoriański,
victorious,zwycięski,
victory,zwycięstwo,
vie,rywalizować,
vienna,wiedeń,
vigil,czuwanie,
vigilant,czujny,
vigor,energia,
vigorous,energiczny,
vigour,energia,
village,wioska,
villager,wieśniak,
vindicate,rekompensować,wybronić
vindictive,mściwy,
vine,latorośl,winorośl
vintage,rocznika,
viola,altówka,
violence,gwałtowność,
violinist,skrzypek,
vip,ważna,
viper,żmija,
virile,męski,
virtual,faktyczny,właściwy
virtually,dobrą,właściwie
virulent,złośliwy,
visibility,widoczność,
visible,widoczny,
visionary,dalekowzroczny,
visit,odwiedzać,odwiedziny
vistula,wisła,
visual,wzrokowy,
visualise,unaoczniać,unaoczniać sobie|wyobrażać|wyobrażać sobie
visualize,unaoczniać,unaoczniać sobie|wyobrażać|wyobrażać sobie
vital,witalny,"zasadniczy
 2.  żywotny"
vitiate,kazić,psuć
viva,ustny,
vivacious,energiczny,żywy
vivid,żywy,
vocabulary,słownictwo,
vocal,struny,
vocation,powołanie,
vodka,wódka,
vogue,modny,
voice,się,najgłośniej
volition,nieprzymuszenie,
volleyball,piłka,siatkówka
voltage,napięcie,
voluble,wymowny,
volume,natężenie,
voluminous,obszerny,
voluntary,dobrowolny,
voluptuous,ponętny,
vomit,zwracać,"wymiotować
ii.    wymiociny"
voracious,żarłoczny,
vouch for,ręczyć,zaręczać
voucher,bloczek,
vow,przysięga,
vowel,samogłoska,
voyage,podróż,
voyager,podróżnik,
vulgar,wulgarny,
vulnerable,podatny,wrażliwy
vulture,sęp,
wad,kłębek,
waddle,kiwać,kiwać się jak kaczka|telepać się
waft,snuć,
wag,machać,
wage,zarobek,"pensja
ii.    prowadzić"
waggle,ruszać,ruszać się
wail,zawodzić,zawodzenie
waistband,pasek,
waistcoat,kamizelka,
waistline,obwód,
wait,chwileczkę,
waiting,poczekalnia,
waitress,kelnerka,
waive,uchylać,zawieszać
wake,budzić,"zbudzić
 2.  uświadamiać sobie"
waken,budzić,
wales,walia,
walk,iść,
walkabout,mieszać,
walker,źle,
walking,chodzenie,
walkover,łatwe zwycięstwo,
wall,ściana,przypierać kogoś do muru
walled,otoczony,
wallop,trzasnąć,łupnąć
wallpaper,tapetować,
walnut,włoski,
wan,wybladły,
wand,czarodziejska,różdżka
wander,błąkać,
wane,blednąć,księżyc maleje
wangle,kombinować,
wanton,bezmyślny,
warble,śpiewać,
ward,odstraszać,odsuwać
warden,strażnik,zarządca
warder,strażnik,
warfare,działania,
warhead,głowica,
warlike,bojowy,
warmblooded,ciepłokrwisty,
warmhearted,usposobiony,
warmonger,podżegacz,
warmth,ciepło,
warn,ostrzegać,uprzedzać
warp,skrzywienie,
warpath,ścieżka,
warren,nora królicza,
warrior,wojownik,
warship,okręt,
wart,brodawka,
wartime,wojny,
wary,ostrożny,
wash,wyrzucać,
washable,nadający,
washbasin,umywalka,
washedout,wyblakły,wymęczony
washer,praczka,"pracz
 2.  podkładka"
washing,pralka,
washingup,płyn,
waste,marnować,zużyty
wastebasket,śmieci,
wasted,niepotrzebny,
wasteful,marnotrawny,
wasteland,odłóg,
watchband,pasek,
watchful,przezorny,
watchman,strażnik,stróż
watchstrap,pasek,
watchword,hasło,
water,lilia,
waterborne,przenoszony,
watercress,rzeżucha,
waterfront,przybrzeżna,wybrzeże
watering can,polewaczka,
waterlogged,nasiąknięty,
waterproof,uszczelniać,
watershed,krytyczny,
waterside,wybrzeże,
watertight,wodoszczelny,
waterworks,wodociągowa,wodociągi
wavelength,długość,
wax,księżyc,"smar
ii.   1.  woskować"
waxy,nawoskowany,
waylay,zatrzymywać,
wayward,kapryśny,
we,my,"we.
  środa"
weaken,osłabiać,słabnąć
weakling,słabeusz,
wealthy,majętny,
weapon,broń,
wear,przecierać,wycierać
wearing,wyczerpujący,
wearisome,nużący,wyczerpujący
weary,znużony,"wyczerpany
ii.    nużyć się"
weasel,łasica,
weatherbeaten,zahartowany,
weathercock,kurek,
web,pajęczyna,
webbed,płetwiasty,
wed,środa,
wedding,ślub,
wednesday,środa,
weed,usuwać,
weedkiller,środek,
weekday,dzień,
weekend,tygodnia,
weekly,cotygodniowy,
weepy,płaczliwy,
weightless,mający,nieważki
weightlifter,ciężarowiec,
weightlifting,podnoszenie,
weighty,poważny,ważki
weird,dziwaczny,
welcome,chętnie,witamy gdzieś''
welcoming,przyzwalający,zapraszający
welfare,państwo,
welladvised,rozsądny,
wellbehaved,wychowany,
wellbeing,samopoczucie,
wellearned,ciężko,dobrze zasłużony
wellfounded,uzasadniony,
wellheeled,nadziany,
wellintentioned,mający,
wellkept,utrzymany,
wellknown,znany,
wellmeaning,mający,życzliwy
wellread,oczytany,
wellspoken,mówiący,
welltimed,w porę,
welltodo,zamożny,
wellwisher,człowiek,
welshwoman,walijka,
werewolf,wilkołak,
westerner,człowiek,
whack,udział,
whacked,wypompowany,
wharf,nabrzeże,przystań
whatsoever,ogóle,
wheelbarrow,taczka,
wheelchair,wózek,
wheeze,świszczeć,"sapać
ii.    świszczenie"
whenever,kiedykolwiek,
whereabouts,dokąd,"miejsce położenia
ii.    gdzie"
whereby,dzięki,poprzez który
wherein,w którym,
whereupon,toteż,
wherever,gdziekolwiek,
wherewithal,środki,
whet,zaostrzać,
whether,czy przyjąć ofertę,
which,ją,
whichever,jakikolwiek,którykolwiek
whimper,skowyczeć,kwilenie
whimsical,kapryśny,
whip,chłostać,zrywać
whipround,składka,
whir,buczenie,"buczeć
ii.    furkot|i.    furkotać"
whirl,wirować,"obracać
ii.    wirowanie"
whirr,buczenie,"buczeć
ii.    furkot|i.    furkotać"
whisk,trzepaczka,
whitecollar,administracyjny,umysłowy
whitehot,rozpalony,
whiten,bieleć,wybielać
whitewash,bielić,
whittle,kurczyć,redukować
who,światowa organizacja zdrowia,
whoever,ktokolwiek,
wholehearted,serdeczny,
wholesale,masowy,
wholesaler,hurtownik,
wholesome,zdrowy,
wholewheat,pełnoziarnisty,
wholly,całkowicie,
whopping,ogromny,
whose,którego,"której|których
 2.  czyj"
wicked,paskudny,
wicker,plecionka,
wickerwork,plecionka,
wideangle,szerokokątny,
wideawake,całkowicie,
widen,poszerzać,"poszerzać
 2.  rozszerzać się"
wideranging,szeroką,
widespread,rozpowszechniony,
widow,wdowa,
widowed,owdowiały,
widowhood,wdowieństwo,
width,szerokość,
wield,dzierżyć,
wife,żona,
wig,peruka,
wiggle,podrygiwać,szarpać
wilderness,"pustynia
 2.  zdziczały teren",
wildgoose chase,poszukiwanie,
wildlife,zwierzęta,
wilful,świadomy,"rozmyślny
 2.  krnąbrny"
willful,świadomy,"rozmyślny
 2.  krnąbrny"
willing,chętny,
willpower,siła,
willynilly,chcąc,
wilt,usychać,więdnąć
winch,wciągać,
windbreak,wiatrołom,
windfall,uśmiech,
windowshopping,oglądanie,oglądanie wystaw
windswept,chłostany,
windy,wietrzny,
winger,skrzydłowy,
wingspan,rozpiętość,
winner,zwycięzca,
wintertime,zimowa,
wintry,zimowy,
wipe,wycierać,
wiry,żylasty,sztywny
wisdom,ząb,
wisecracker,dowcipniś,
wish,życzenie,życzyć komuś sukcesu
wishful thinking,pobożne życzenia,
wishywashy,mdły,
wisp,wiecheć,
wistful,melancholijny,
wit,coś,
witch,i.    wiedźma,
witchhunt,polowanie,
withdraw,wycofywać,wycofywać się
withdrawal,wycofanie,"głód
 5.  wypłata"
withdrawn,zamknięty,zamknięty w sobie
withered,pomarszczony,uschnięty
withering,miażdżący,
withhold,powstrzymywać,wstrzymywać
withstand,wytrzymywać,
witnessbox,świadka,
witnessstand,świadka,
witter,ględzić,paplać
witty,dowcipny,
wizard,czarnoksiężnik,
wizardry,czaroksięstwo,
wizened,pomarszczony,
wobble,chwiać,trząść się
woe,nieszczęście,
woeful,żałosny,
womanhood,kobiecość,
wonderful,cudowny,
wonderment,zadziwienie,
wonky,chwiejny,
wooded,zadrzewiony,
wooden,drewniany,
woodpecker,dzięcioł,
woodwind,dęte,
woodwork,stolarka,
woodworm,kornik,
woody,zdrewniały,
word,komputerowe,
wording,słowna,
wordplay,słów,
wordy,rozwlekły,wielosłowny
workable,użyteczny,
workbench,stół,
worked up,podekscytowany,
worker,pracownik,robotnik
workforce,siła,
workload,obciążenie,
workman,pracownik,
workmanship,rzemiosło,
worktop,powierzchnia,
worldclass,światowej klasy,
worldfamous,światowej,
worldly,"doczesny
 2.  światowy",
worldwide,światowym,światowy
wornout,znoszony,wykończony
worried,zaniepokojony,
worry,kłopot,"niepokoić
 3.  zmartwienie"
worrying,niepokojący,
worsen,pogarszać,pogarszać się
worsted,samodział,
worth,książki,
worthless,bezwartościowy,
worthwhile,opłacalny,
wouldbe,niedoszły,
wpb,śmieci,
wrapper,opakowanie,
wrapping,opakowanie,
wreak,odpłacać,
wreck,rek,
wreckage,szczątki,
wren,strzyżyk,
wrench,ból,
wrest,wyrywać,
wrestle,bić,walczyć|walczyć wręcz
wrestler,zapaśnik,
wretched,cholerny,
wriggle,kręcić,"przedostawać się
ii.    kręcenie|wiercić"
wrinkle,marszczyć,
wrinkled,pomarszczony,pomięty
wristwatch,zegarek,
writ,pismo urzędowe,
writeoff,spisany,
writeup,omówienie,
writhe,wić się,
writing,listowy,
written,pisemny,napisany
wrongdoer,sprawca zła,
wrongdoing,nadużycie,niewłaściwe postępowanie
wrongful,krzywdzący,
wry,kwaśny,skrzywiony
wt,ciężar,
xenophobia,ksenofobia,
xerox,kserować,
xray,prześwietlać,
yachting,żeglarstwo,
yank,wyszarpywać,
yarn,bajka,
yearn,tęsknić,
yearning,tęsknota,
yeast,drożdże,
yell,wrzeszczeć,
yellow,żółta,
yemeni,jemeński,jemeńczyk
